"","text"
"18695","alhamdulillah seneng mobile jkn krn genggaman berobat fktp chat mll "
"18696"," membantu"
"18697"," membantu"
"18698"," bagus"
"18699","dicoba"
"18700","bner bener membantu peserta utk cek data tagihan ubah data dlm genggaman mantap dah"
"18701","beerat instal"
"18702","oke"
"18703","membantu pindah brobat"
"18704","membantu"
"18705","cacad cacad cacad cacad cacad sandi login"
"18706","applikasi membantu online"
"18707","sngat membntu"
"18708","mudah praktis"
"18709","ok"
"18710","bagus"
"18711","no hp terdaftar bpjs kesehatan"
"18712"," membantuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu"
"18713","ok"
"18714","bgus"
"18715"," membantu"
"18716"," membantu terimakasih"
"18717"," membantu"
"18718","bagus mudah"
"18719"," memudahkan peserta trimakasih"
"18720","terimakasihdengan memudahkan peserta"
"18721"," mbantu didesağğ"
"18722","alhamdulillah memakai nomor mendaftar log in terima kasih terkait"
"18723"," membantu"
"18724","puasdn membantu"
"18725","mantap"
"18726"," mudah efektif"
"18727"," memudahkan peserta trimakasih"
"18728"," membantu mepakukan perubahan faskes dasar anak pesantren husnul khatimah kuningan via online "
"18729"," memudahkan perserta"
"18730","mantap"
"18731","bagus terimakasih layanan "
"18732"," memudahkan peserta ok"
"18733","puas"
"18734"," yayangsabgat membantu"
"18735","mantap"
"18736"," mudah cepat bantuan "
"18737","aplikasinya membantu"
"18738"," memuaskan"
"18739","bagus membantu"
"18740","gampang "
"18741"," membantu"
"18742","trimakasih aplikasinya membantuu praktis bawa kartu lagicukup tunjukan "
"18743","ğğğ"
"18744","mantap"
"18745","mantap"
"18746","keren daftar online berobat faskes konsultasi via online faskesnyağ"
"18747","siepp"
"18748"," membantu"
"18749"," mudah fiturnya mudah dipahami"
"18750","sebenernya berguna pindah faskes kelas cetak kartu gaperlu ribet bawa persyaratan bpjs langsung dipahamin penggunaannya"
"18751","bagus"
"18752","memuaskan"
"18753"," puas"
"18754","good"
"18755"," puas"
"18756"," membantu"
"18757","puas"
"18758","mantap"
"18759"," membantu"
"18760"," bagus gagal downlodbuang buang paket data keren daah apknya"
"18761"," simpel mengurus jkn"
"18762",""
"18763"," mobile jkn mudah cepat"
"18764","bagus simple"
"18765"," terbantu upadate data aktif status bpjs mudah dipahami ğ"
"18766"," aj"
"18767","ğğğ"
"18768","memuaskan"
"18769"," membatumantappp"
"18770","kp ä"
"18771"," pakai kartu lagitinggal buka "
"18772","mantap"
"18773"," membantu "
"18774","ğğ"
"18775"," membantu"
"18776","bagus"
"18777"," membantu"
"18778"," membantu "
"18779","mntap"
"18780","ğğ"
"18781"," bagus aplikasinya"
"18782","semoga membantu masyarakat "
"18783","semoga sukses"
"18784","bpjs kaya lembaga negara cari untung keterlambatan bayar orangrakyat dipermudah denda kaya pinjol dibayarmengecewakan"
"18785","mantap"
"18786","good jkn"
"18787","bagusssss"
"18788"," membantu"
"18789","alhamdulilah dah login"
"18790"," mbantu"
"18791"," menbantu"
"18792","ayooo dukung program pemerintah"
"18793"," membantu"
"18794","akurat"
"18795","mantap"
"18796"," login klik lupa password ikuti petunjuk ğğğğ"
"18797"," membantu"
"18798","bagus"
"18799"," daftar"
"18800","bagus"
"18801"," membantunğğ"
"18802","membantu"
"18803","mak yussss"
"18804"," membantu"
"18805","bagus"
"18806","iyoo heeh"
"18807"," do dwonlod"
"18808"," bbrp permasalahan sy mendaftar peserta on lineketika masuk apl jkn data tp salah lahirketika isi data istri terisi dg benarkeluar iawaban nik orang lainapa data msh editn gimana dg data istri mksh"
"18809","mantap"
"18810"," membantu pandemi"
"18811"," membantu"
"18812","baguss sukakk dehh"
"18813","susah masuknya"
"18814","good"
"18815","puas"
"18816"," solusi efisiensi tenaga"
"18817"," bermanfaat ya era skrg serba digital ğ"
"18818","ok"
"18819"," gimana kis geratis berbayarr"
"18820","app bermanfaatgood jobs"
"18821"," mobile jkn membantu mengakses pelayanan ditingkat digenggaman tangan"
"18822","jkn mantap membantu "
"18823"," praktis mudah âïâïâï"
"18824"," terbaikhanya genggaman antri kekantorğ"
"18825","kerennn aplikasinya membantu genggaman antri"
"18826","kereen mantab bermanfaat antri teratasi"
"18827","bagus"
"18828"," kayak cabe rawit genggaman smart bener ğğğ"
"18829","bintang mempermudah peserta bpjs antri dikntr bpjs tinggal klik cek update bpjsnya terimakasih bpjs"
"18830"," sangatt membantuu sekaliiii efisien aplg lupa bwa krtu menunjukkanny mobile jknğ"
"18831","bpjs keren"
"18832","sistem online efektif dlm membntu pelayanan masyarakat"
"18833","mobile jkn mantap terima kasih bpjs kesehatan"
"18834","oke"
"18835"," ny memudahkan unt akses program bpjs kesehatan"
"18836"," membantu bagus"
"18837","aplikasinya membantu ribet mudah mantaps"
"18838"," membantu"
"18839"," mobile jkn membantu peserta dangan informasi lengkap antri kantor bpjs kesehatan"
"18840","apl memuaskan"
"18841"," mantap"
"18842"," berguna"
"18843","memuaskan"
"18844","assalamualaikum bpkibu mohon perbaiki sistem jkn mobile skrng gangguan masyarakat pengguna jkn mobile terbantu tks"
"18845"," jkn membantu mantap"
"18846"," tingkatkan"
"18847"," membantu"
"18848"," membantu "
"18849"," bermanfaat "
"18850"," bermanfaat"
"18851"," membantu fiturnya lengkap"
"18852"," membantu"
"18853"," keren ğ pelayanan genggaman"
"18854"," genggamam alhamdulillah mempermudah peserta jkn kis ğğª"
"18855","mudah lengkap praktis mudah dipahami aplikasinya"
"18856","helpfull"
"18857"," berguna peserta bpjs kesehatan"
"18858","kerennn daftar online konsul online ğğ"
"18859","jaman digitalisasi skr mobile jkn membantu good job ğğ kereen membantu perkembangan "
"18860"," membantu utk pindah faskes mobile jkn "
"18861"," membantu"
"18862","good"
"18863"," login tolong diperbaiki secepatnya"
"18864","good"
"18865","terimakasih membantu akses bpjs tinggal tingkat dipertahankan "
"18866","mohon bantu ko ak gk link"
"18867","memudahkan pengecekan data"
"18868"," membantu"
"18869"," bermanfaat memudahkan bpjs kesehatan"
"18870","ğğğ"
"18871","tingkat "
"18872","mobile jkn byk manfaatnya kantor bpjs cek tagihan status ubah data faskes "
"18873"," mudah faskes"
"18874","pelayanannya memuaskan faskes puskesmas gunung sari kecamatan way khilau kabupaten pesawaran dokternya ramah edukatif bersahaja nyaman berobat berkonsultasinya terima kasih puskesmas gunung sari menyesal memakai bpjs dnpuskesmas gunung sariğğ"
"18875"," mudah bermanfaat disaat pandemi menunya lengkap"
"18876","mobile jkn membantu peserta jkn dlm perubahan data"
"18877","terima kasih pelayanannya"
"18878","alhamdulillah dgn mempermudah"
"18879"," bermanfaat semoga fitur lainnyağ"
"18880"," bermanfaat mempermudah keperluan bpjs kesehatan "
"18881"," membantu cek tagihan screening covid"
"18882","ğğğğğ"
"18883"," bermanfaatbisa status kepesertaan cek pembayaran ganti faskes ğ"
"18884"," membantu"
"18885"," pelayanan rmah mudah"
"18886","mantep gada obatnya bpjss maannteeep"
"18887"," membantu"
"18888"," membantu"
"18889"," jkn membantu"
"18890","good"
"18891","bagus"
"18892"," ubah no tlpn alamat email wa chika "
"18893","mantaps"
"18894"," membantu"
"18895","ok"
"18896","mobile jkn membantu informasi jkn kis semoga lengkap lg fitur informasinya ayo download mobile jkn ğğ"
"18897"," membantu"
"18898","mantap"
"18899"," mobile jkn pengurusan bpjskes genggaman tangan pendaftaran ubah faskes berobat cetak kartu digital lihat riwayat pembayaran pendaftaran autodebet rumahğğğğ"
"18900"," bagus"
"18901","update otomatis"
"18902"," kantor bpjs kesehatan upgrade no hp login jkn mobile dilayani berjalan lancar terimakasih"
"18903",""
"18904"," mobile jkn mudahtrimakasih"
"18905"," mudah konsultasi dokter"
"18906"," bermanfaat cek status kepesertaan pindah faskes mudah akses antrean online fktp jg mudah konsultasi dokter via online repotrepot membawa kartu fisik jknkis fitur kartu digitalnya lhoomantap ğ"
"18907","karna sekrng udah jarang rumah jdi mudah akses pelayanan dgn mobile jkn karna pindah faskes udah gk kantor fitur memudahkan mengakses pelayanan jaminan kesehatan sja jdi mudah praktis"
"18908"," membantu memudahkan pengurusan penggunaan mobile jkn"
"18909","good"
"18910","terbaik"
"18911"," mudah cepat"
"18912"," membantu semoga fiturfitur pelayanannya meningkat"
"18913","bermanfaaat"
"18914","bagus"
"18915"," membantu"
"18916"," mobile jkn peserta mengakses perubahan datatrimakasihsudah membantu"
"18917","bermanfaat membantu"
"18918"," membantu"
"18919","mantap daftar susah"
"18920","good"
"18921"," membantu akaes rumah repot kantor"
"18922","helpfull"
"18923","kereeen"
"18924"," login antaran password ber tele"
"18925","mobile jkn membantu kemudahan mengakses pelayanan kesehatan trima kasih mobile jkn"
"18926","sungguh membantu"
"18927","keren dpat memudahkan pengguna bpjsğ"
"18928"," membantu "
"18929"," download login lupa sandi ganti sandi masukan nomer hp nomer hp ilang gimana yaa kak"
"18930","tks"
"18931"," mudah mobile jkn"
"18932","bagus menyehatkan"
"18933","jkn mobile membantu kemudahan thanks jkn mobile ğğğ"
"18934","mantap mantap ğğğğ"
"18935","bagus"
"18936","selamat sukses semoga meningka pelayanannya"
"18937","bagus"
"18938","mantap"
"18939"," era digital pandemi mobile jkn memudahkan mendekatkan layanan kesehatan masyarakat mantapppğğğğğ"
"18940"," membantu terimakasih"
"18941","buka aplikasiny ribet bngettmasak klau mo buka nohp sm email hrus brupdhl dul daftrny pkai hp sm email itkyk dpersulit buka apliksi ingini bpk jokowi yaklau ribet ğââïğââïğââï"
"18942"," membantu"
"18943"," bagus"
"18944","ok"
"18945","terima kasih inovasi mohon pelayanan kesehatan puskesmas kelurahan bambu apus cipayung jakarta timur jam shift dokter spesialis poli gigi kandungan"
"18946","mudah"
"18947","pelayanan "
"18948","bagus"
"18949"," memudahkan mengakses info bpjs"
"18950","keren banget mempermudah semuanyağğğ"
"18951"," cepat sakarangthx jknğğ"
"18952"," membantu disaat pandemi covid "
"18953","ğ"
"18954","mempermudah pelayanan"
"18955"," mempermudah pelayanan"
"18956","ğ"
"18957"," puas"
"18958"," bermanfaat"
"18959","bagus bermanfaat"
"18960"," membantu"
"18961","mantulğ"
"18962","pengambilan kartu bpjs anak cepat"
"18963","sip biasağğğğ"
"18964","top "
"18965","like"
"18966"," bagus"
"18967","bagus"
"18968","ğğğ"
"18969","mantap"
"18970"," membantu pelayanan"
"18971"," gampang skrg makasi bpjs ğğ"
"18972","memudahkan mengakses informasi transaksi kepesertaan bpjs"
"18973","bpjs amazing ğğ"
"18974","bagus"
"18975"," membantu mempermudah"
"18976","ğ"
"18977","mantullll"
"18978","memudahkan transaksi kepesertaan bpjs"
"18979","memudahkan utk konsultasi langsung dg dokter"
"18980","bagus mempermudah kepengurusan bpjs"
"18981"," memudahkan pelayanan kesehatan "
"18982","memudahkan sekalisyuka ma "
"18983"," membantu ğğ"
"18984","puaaas"
"18985","bagus memudahkan pasien"
"18986"," membantu sukses bpjs kesehatan"
"18987"," membantu"
"18988","mantulsss"
"18989"," simpel mudah aplikasikan"
"18990",""
"18991"," memuskan"
"18992","tingkatin trzsip"
"18993","terbantu bawa kartu"
"18994","ğ"
"18995","good application semoga memudahkan pengguna peserta jkn"
"18996","ok"
"18997","bimtang "
"18998","mantap"
"18999","oke"
"19000"," jkn kis membantu mantapğ"
"19001","mantap"
"19002"," membantu pelayanan kesehatan"
"19003","ok"
"19004"," mudah pelayanan langsung kantor"
"19005","makasih"
"19006"," mobile jkn berperan dlm contohnya pindah faskes lakukan mobile jkn perpindahan alamat begituğğğ"
"19007","good"
"19008","sampek perbaikan pendaftaran malas antri musim pendemi kaya gini"
"19009"," daftar bpjs ko gk "
"19010","ok"
"19011"," terbantu "
"19012","good aplication"
"19013"," membantu"
"19014"," sulit "
"19015"," jkn balikpapan terkena phk pindah kec bululawang kab malang pindah faskes alamat ktp kab malang terima kasih infonya"
"19016"," daftar pakai nik iya no kk iya jawabannya sy terdaftar dukcapil ya tolong kasih tau kesalahan terima kasih"
"19017","good"
"19018","membantu "
"19019"," bagus"
"19020","nice"
"19021"," membantu"
"19022","good"
"19023"," senang alpikasi "
"19024","semoga melayani"
"19025","gk login salah trus nomor bpjs kesehatan paswod"
"19026","pelayanan "
"19027"," membantu "
"19028"," membantu proses pelayanan"
"19029"," mempermudah nua"
"19030"," membantu bagus "
"19031","bermanfaat"
"19032"," memudahkan peserta"
"19033"," masuk bug "
"19034"," membantu"
"19035"," inilebih memper mudah pesertapindah data fasilitas lainnyatrimakasih membantu"
"19036"," manfaatnya keluarga mudah "
"19037","bagus"
"19038","bermanfaat"
"19039","ok"
"19040","bagus ditingkatkan kedepannyağ"
"19041"," membantu memudahkan mengakses vitur tersedia dimasa pandemi "
"19042","bagus sihhcuman update"
"19043","mantap"
"19044","berguna "
"19045"," bagus fiturnya memudahkan status kepesertaan informasi "
"19046","sngat bagus skali"
"19047"," ber manfaat seputar fasilitas kesehatan bekerjasama bpjs kesehatan"
"19048"," bermanfaat masyarakat"
"19049","keren mobile jkn bpjs kesehatanmemudahkan"
"19050","dgn tertolong check up berobat faskes"
"19051"," membantu mempermudah berobat"
"19052","amplikasi membantu"
"19053","akses layanan mudah"
"19054"," membantu"
"19055","great"
"19056","mantap"
"19057"," coba mudahâ an memudahkan peserta"
"19058"," membantu"
"19059","pelayanannya mantap"
"19060"," membantu mobile jkn kantor merubah data kepesertaan"
"19061"," "
"19062","akses mudah"
"19063"," donload membantu"
"19064"," membantu"
"19065","ğ"
"19066"," bermanfaat"
"19067","ok mantap"
"19068","good"
"19069"," membantu"
"19070"," membantu bagus"
"19071"," membantu"
"19072"," membantu"
"19073"," membantu"
"19074"," manfaat"
"19075","bermanfaat"
"19076"," membantu"
"19077"," satpamnya membantu penjelasan peserta bpjsğğğğ"
"19078"," "
"19079","ok"
"19080"," membantu"
"19081","bagus"
"19082"," membantu"
"19083","nice"
"19084","good"
"19085","mantaaap cek keaktifan kartu peserta"
"19086"," membantu"
"19087",""
"19088"," membantu"
"19089"," mudah mengerti fitur membantu kelangsungan pengguna bpjs kesehatan"
"19090","bagus"
"19091","kasian"
"19092","lumayan membantu"
"19093"," membantu utk peserta tdk bsa dtng lngsung kntor"
"19094"," bermanfaat era pandemi mudah mengakses layanan tatap mukağ"
"19095","bermanfaat"
"19096","hallo min daftar akun tp nomer hp terdaftar ya"
"19097","aplikasinya memudahkan kantor bpjs ganti faskes cetak kartu gampang banget"
"19098","moga lbh krn olh peserta"
"19099"," membantu"
"19100","mantap sgt membantu"
"19101"," membantu semoga dlm pelayanan pengguna bpjs klas "
"19102","mantap coba cek pandawa"
"19103","good"
"19104","perbaiki layanan kesehatan nyah"
"19105"," membantu"
"19106","good luck"
"19107","okkk"
"19108","top"
"19109","aplikasinya membantu informasi dibutuhkan"
"19110"," membantuu"
"19111","top "
"19112","semoga maju tekhnology "
"19113","mantap"
"19114","jantung suami dlm foto torax rax diagnose pembengkakan shg optimal memompa darah paru krn air tergenang diparuini menyebbkan sesak nafas batuk obat sdh diminum kencing smp suka kebelet obat tsb sy hentikan spy kondisi normaltapi suka sesak dlm hr inipertanyaannya apkh kondisi jntung paru normalkembali tabung oxygen sesaksdh hr td terganggu tpi hr sesak"
"19115","terimakasih mempermudah"
"19116","kartu tertera kartu sehat email beda bpjs kesehatan bentuknya jg beda jelek "
"19117"," membantu"
"19118","bagus"
"19119","bagus banggat inihğ"
"19120","mantap"
"19121","ok"
"19122","ok"
"19123"," daftar bpjs tu gimn sih kantor cs ya"
"19124"," bagus ğğğğğ"
"19125","coba aplikasinya gk ribet online klo ganti nomor hp hrs hub call cntr tolong prbaiki"
"19126","oke"
"19127","mantap"
"19128","cepatmudah efesien"
"19129"," membantu "
"19130","bagus"
"19131","memudahkan mendaftar periksa"
"19132","ryy"
"19133","good"
"19134"," membantucuma klo mo ganti rekening utk perubahan autodebet gagal terussdh dtg bank langsung org bank bshrus dtg lbgsung kantor bpjssy bingungtilong apl diperbaiki lgsalam sehat"
"19135","ok"
"19136","mobil jkn goods"
"19137","okelah"
"19138","djupri sudrajat "
"19139","membantu proses pemindahan pengobatan"
"19140","oke"
"19141","sungguh terobosan jaman serba digital kayak gini tinggal buka udah cek status kepesertaan pindah faskes ciamik kartu digitalnya repot bawa kartu kemanamana bawa hengpon mantul ğ"
"19142"," memuaskan membantu"
"19143","bpjs mantapppprumah sakit harapan mulia pemda tigaraksa juaratop markotoppokoknya administrasi rumah sakit dipersulit rumah sakit nyapertahankan ya"
"19144"," mempermudah jaminan kesehatan pindah berobat"
"19145"," membantu"
"19146","good apps"
"19147","bermanfaat"
"19148"," dilayani "
"19149"," mempermudah"
"19150","josss"
"19151","kereen bermanfaat fitur kemudahan proses pelayananğğğ"
"19152","aplijasi ny bagus"
"19153"," membantuğğ"
"19154"," memudahkan fasilitas pelayanan bpjs kesehatan online"
"19155"," bermanfaatğğ"
"19156"," mempermudah kantor antri pindah faskes"
"19157","coba"
"19158"," membantu permudah"
"19159","terimakasih bantuannya pengurusan kartu bpjs digital"
